name,team,opposition,position,status,runs,balls,fours,sixes,strike_rate,match_id,year
Rohit Sharma,MI,CSK,1,c Curran b Chawla,12,10,2,0,120.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Quinton de Kock,MI,CSK,1,c Watson b Curran,33,20,5,0,165.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Suryakumar Yadav,MI,CSK,3,c Curran b Chahar,17,16,2,0,106.25,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Saurabh Tiwary,MI,CSK,4,c du Plessis b Jadeja,42,31,3,1,135.48,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Hardik Pandya,MI,CSK,5,c du Plessis b Jadeja,14,10,0,2,140.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Kieron Pollard,MI,CSK,6,c †Dhoni b Ngidi,18,14,1,1,128.57,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Krunal Pandya,MI,CSK,7,c †Dhoni b Ngidi,3,3,0,0,100.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
James Pattinson,MI,CSK,8,c du Plessis b Ngidi,11,8,2,0,137.50,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Rahul Chahar,MI,CSK,9,not out,2,4,0,0,50.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Trent Boult,MI,CSK,10,b Chahar,0,1,0,0,0.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Jasprit Bumrah,MI,CSK,11,not out,5,3,0,0,166.66,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Murali Vijay,CSK,MI,1,lbw b Pattinson,1,7,0,0,14.28,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Shane Watson,CSK,MI,1,lbw b Boult,4,5,1,0,80.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Faf du Plessis,CSK,MI,3,not out,58,44,6,0,131.81,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Ambati Rayudu,CSK,MI,4,c & b Chahar,71,48,6,3,147.91,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Ravindra Jadeja,CSK,MI,5,lbw b KH Pandya,10,5,2,0,200.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Sam Curran,CSK,MI,6,c Pattinson b Bumrah,18,6,1,2,300.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
MS Dhoni,CSK,MI,7,not out,0,2,0,0,0.00,mumbai-indians-vs-chennai-super-kings-1st-match-1216492,2020
Prithvi Shaw,DC,PBKS,1,c Jordan b Mohammed Shami,5,9,1,0,55.55,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Shikhar Dhawan,DC,PBKS,1,run out (†Rahul/Gowtham),0,2,0,0,0.00,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Shimron Hetmyer,DC,PBKS,3,c Agarwal b Mohammed Shami,7,13,1,0,53.84,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Shreyas Iyer,DC,PBKS,4,c Jordan b Mohammed Shami,39,32,0,3,121.87,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Rishabh Pant,DC,PBKS,5,b Ravi Bishnoi,31,29,4,0,106.89,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Marcus Stoinis,DC,PBKS,6,run out (Pooran/†Rahul),53,21,7,3,252.38,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Axar Patel,DC,PBKS,7,c †Rahul b Cottrell,6,9,0,0,66.66,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Ravichandran Ashwin,DC,PBKS,8,c Mohammed Shami b Cottrell,4,6,0,0,66.66,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Kagiso Rabada,DC,PBKS,9,not out,0,0,0,0,0.00,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Anrich Nortje,DC,PBKS,10,not out,3,1,0,0,300.00,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
KL Rahul,PBKS,DC,1,b Sharma,21,19,2,1,110.52,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Mayank Agarwal,PBKS,DC,1,c Hetmyer b Stoinis,89,60,7,4,148.33,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Karun Nair,PBKS,DC,3,c Shaw b Ashwin,1,3,0,0,33.33,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Nicholas Pooran,PBKS,DC,4,b Ashwin,0,3,0,0,0.00,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Glenn Maxwell,PBKS,DC,5,c Iyer b Rabada,1,4,0,0,25.00,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Sarfaraz Khan,PBKS,DC,6,c Shaw b Patel,12,12,2,0,100.00,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Krishnappa Gowtham,PBKS,DC,7,c †Pant b Rabada,20,14,1,1,142.85,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Chris Jordan,PBKS,DC,8,c Rabada b Stoinis,5,6,0,0,83.33,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Mohammed Shami,PBKS,DC,9,not out,0,0,0,0,0.00,delhi-capitals-vs-kings-xi-punjab-2nd-match-1216493,2020
Devdutt Padikkal,RCB,SRH,1,b Shankar,56,42,8,0,133.33,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Aaron Finch,RCB,SRH,1,lbw b Abhishek Sharma,29,27,1,2,107.40,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Virat Kohli,RCB,SRH,3,c Rashid Khan b Natarajan,14,13,0,0,107.69,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
AB de Villiers,RCB,SRH,4,run out (Pandey/†Bairstow),51,30,4,2,170.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Shivam Dube,RCB,SRH,5,run out (†Bairstow),7,8,0,0,87.50,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Josh Philippe,RCB,SRH,6,not out,1,2,0,0,50.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
David Warner,SRH,RCB,1,run out (Yadav),6,6,1,0,100.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Jonny Bairstow,SRH,RCB,1,b Chahal,61,43,6,2,141.86,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Manish Pandey,SRH,RCB,3,c Saini b Chahal,34,33,3,1,103.03,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Priyam Garg,SRH,RCB,4,b Dube,12,13,1,0,92.30,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Vijay Shankar,SRH,RCB,5,b Chahal,0,1,0,0,0.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Abhishek Sharma,SRH,RCB,6,run out (Yadav/†Philippe),7,4,1,0,175.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Rashid Khan,SRH,RCB,7,b Saini,6,5,1,0,120.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Bhuvneshwar Kumar,SRH,RCB,8,b Saini,0,2,0,0,0.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Sandeep Sharma,SRH,RCB,9,c Kohli b Steyn,9,6,1,0,150.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Mitchell Marsh,SRH,RCB,10,c Kohli b Dube,0,1,0,0,0.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
T Natarajan,SRH,RCB,11,not out,3,4,0,0,75.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-3rd-match-1216534,2020
Yashasvi Jaiswal,RR,CSK,1,c & b Chahar,6,6,1,0,100.00,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Steven Smith,RR,CSK,1,c Jadhav b Curran,69,47,4,4,146.80,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Sanju Samson,RR,CSK,3,c Chahar b Ngidi,74,32,1,9,231.25,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
David Miller,RR,CSK,4,run out (Gaikwad/Jadhav),0,0,0,0,0.00,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Robin Uthappa,RR,CSK,5,c du Plessis b Chawla,5,9,0,0,55.55,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Rahul Tewatia,RR,CSK,6,lbw b Curran,10,8,1,0,125.00,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Riyan Parag,RR,CSK,7,c †Dhoni b Curran,6,4,1,0,150.00,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Tom Curran,RR,CSK,8,not out,10,9,1,0,111.11,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Jofra Archer,RR,CSK,9,not out,27,8,0,4,337.50,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Murali Vijay,CSK,RR,1,c Curran b Gopal,21,21,3,0,100.00,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Shane Watson,CSK,RR,1,b Tewatia,33,21,1,4,157.14,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Faf du Plessis,CSK,RR,3,c †Samson b Archer,72,37,1,7,194.59,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Sam Curran,CSK,RR,4,st †Samson b Tewatia,17,6,1,2,283.33,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Ruturaj Gaikwad,CSK,RR,5,st †Samson b Tewatia,0,1,0,0,0.00,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Kedar Jadhav,CSK,RR,6,c †Samson b Curran,22,16,3,0,137.50,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
MS Dhoni,CSK,RR,7,not out,29,17,0,3,170.58,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Ravindra Jadeja,CSK,RR,8,not out,1,2,0,0,50.00,rajasthan-royals-vs-chennai-super-kings-4th-match-1216496,2020
Quinton de Kock,MI,KKR,1,c Naik b Shivam Mavi,1,3,0,0,33.33,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Rohit Sharma,MI,KKR,1,c Cummins b Shivam Mavi,80,54,3,6,148.14,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Suryakumar Yadav,MI,KKR,3,run out (Narine/Morgan),47,28,6,1,167.85,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Saurabh Tiwary,MI,KKR,4,c Cummins b Narine,21,13,1,1,161.53,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Hardik Pandya,MI,KKR,5,hit wicket b Russell,18,13,2,1,138.46,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Kieron Pollard,MI,KKR,6,not out,13,7,1,0,185.71,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Krunal Pandya,MI,KKR,7,not out,1,3,0,0,33.33,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Shubman Gill,KKR,MI,1,c Pollard b Boult,7,11,1,0,63.63,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Sunil Narine,KKR,MI,1,c †de Kock b Pattinson,9,10,0,1,90.00,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Dinesh Karthik,KKR,MI,3,lbw b Chahar,30,23,5,0,130.43,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Nitish Rana,KKR,MI,4,c HH Pandya b Pollard,24,18,2,1,133.33,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Eoin Morgan,KKR,MI,5,c †de Kock b Bumrah,16,20,1,1,80.00,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Andre Russell,KKR,MI,6,b Bumrah,11,11,2,0,100.00,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Nikhil Naik,KKR,MI,7,c HH Pandya b Boult,1,3,0,0,33.33,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Pat Cummins,KKR,MI,8,c HH Pandya b Pattinson,33,12,1,4,275.00,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Shivam Mavi,KKR,MI,9,st †de Kock b Chahar,9,10,1,0,90.00,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
Kuldeep Yadav,KKR,MI,10,not out,1,2,0,0,50.00,kolkata-knight-riders-vs-mumbai-indians-5th-match-1216508,2020
KL Rahul,PBKS,RCB,1,not out,132,69,14,7,191.30,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Mayank Agarwal,PBKS,RCB,1,b Chahal,26,20,4,0,130.00,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Nicholas Pooran,PBKS,RCB,3,c de Villiers b Dube,17,18,1,0,94.44,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Glenn Maxwell,PBKS,RCB,4,c Finch b Dube,5,6,0,0,83.33,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Karun Nair,PBKS,RCB,5,not out,15,8,2,0,187.50,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Devdutt Padikkal,RCB,PBKS,1,c Ravi Bishnoi b Cottrell,1,2,0,0,50.00,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Aaron Finch,RCB,PBKS,1,b Ravi Bishnoi,20,21,3,0,95.23,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Josh Philippe,RCB,PBKS,3,lbw b Mohammed Shami,0,3,0,0,0.00,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Virat Kohli,RCB,PBKS,4,c Ravi Bishnoi b Cottrell,1,5,0,0,20.00,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
AB de Villiers,RCB,PBKS,5,c Khan b Ashwin,28,18,4,1,155.55,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Washington Sundar,RCB,PBKS,6,c Agarwal b Ravi Bishnoi,30,27,2,1,111.11,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Shivam Dube,RCB,PBKS,7,b Maxwell,12,12,0,1,100.00,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Umesh Yadav,RCB,PBKS,8,b Ravi Bishnoi,0,2,0,0,0.00,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Navdeep Saini,RCB,PBKS,9,b Ashwin,6,7,1,0,85.71,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Dale Steyn,RCB,PBKS,10,not out,1,2,0,0,50.00,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Yuzvendra Chahal,RCB,PBKS,11,lbw b Ashwin,1,3,0,0,33.33,kings-xi-punjab-vs-royal-challengers-bangalore-6th-match-1216510,2020
Prithvi Shaw,DC,CSK,1,st †Dhoni b Chawla,64,43,9,1,148.83,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Shikhar Dhawan,DC,CSK,1,lbw b Chawla,35,27,3,1,129.62,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Rishabh Pant,DC,CSK,3,not out,37,25,5,0,148.00,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Shreyas Iyer,DC,CSK,4,c †Dhoni b Curran,26,22,1,0,118.18,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Marcus Stoinis,DC,CSK,5,not out,5,3,1,0,166.66,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Murali Vijay,CSK,DC,1,c Rabada b Nortje,10,15,1,0,66.66,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Shane Watson,CSK,DC,1,c Hetmyer b Patel,14,16,1,1,87.50,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Faf du Plessis,CSK,DC,3,c †Pant b Rabada,43,35,4,0,122.85,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Ruturaj Gaikwad,CSK,DC,4,run out (†Pant/Patel),5,10,0,0,50.00,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Kedar Jadhav,CSK,DC,5,lbw b Nortje,26,21,3,0,123.80,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
MS Dhoni,CSK,DC,6,c †Pant b Rabada,15,12,2,0,125.00,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Ravindra Jadeja,CSK,DC,7,c Mishra b Rabada,12,9,1,0,133.33,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
Sam Curran,CSK,DC,8,not out,1,2,0,0,50.00,chennai-super-kings-vs-delhi-capitals-7th-match-1216539,2020
David Warner,SRH,KKR,1,c & b Varun,36,30,2,1,120.00,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Jonny Bairstow,SRH,KKR,1,b Cummins,5,10,0,0,50.00,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Manish Pandey,SRH,KKR,3,c & b Russell,51,38,3,2,134.21,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Wriddhiman Saha,SRH,KKR,4,run out (Cummins/†Karthik),30,31,1,1,96.77,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Mohammad Nabi,SRH,KKR,5,not out,11,8,2,0,137.50,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Abhishek Sharma,SRH,KKR,6,not out,2,3,0,0,66.66,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Shubman Gill,KKR,SRH,1,not out,70,62,5,2,112.90,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Sunil Narine,KKR,SRH,1,c Warner b Ahmed,0,2,0,0,0.00,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Nitish Rana,KKR,SRH,3,c †Saha b Natarajan,26,13,6,0,200.00,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Dinesh Karthik,KKR,SRH,4,lbw b Rashid Khan,0,3,0,0,0.00,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
Eoin Morgan,KKR,SRH,5,not out,42,29,3,2,144.82,kolkata-knight-riders-vs-sunrisers-hyderabad-8th-match-1216545,2020
KL Rahul,PBKS,RR,1,c Gopal b Rajpoot,69,54,7,1,127.77,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Mayank Agarwal,PBKS,RR,1,c Samson b Curran,106,50,10,7,212.00,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Glenn Maxwell,PBKS,RR,3,not out,13,9,2,0,144.44,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Nicholas Pooran,PBKS,RR,4,not out,25,8,1,3,312.50,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Jos Buttler,RR,PBKS,1,c Khan b Cottrell,4,7,0,0,57.14,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Steven Smith,RR,PBKS,1,c Mohammed Shami b Neesham,50,27,7,2,185.18,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Sanju Samson,RR,PBKS,3,c †Rahul b Mohammed Shami,85,42,4,7,202.38,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Rahul Tewatia,RR,PBKS,4,c Agarwal b Mohammed Shami,53,31,0,7,170.96,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Robin Uthappa,RR,PBKS,5,c Pooran b Mohammed Shami,9,4,2,0,225.00,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Jofra Archer,RR,PBKS,6,not out,13,3,0,2,433.33,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Riyan Parag,RR,PBKS,7,b Ashwin,0,2,0,0,0.00,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Tom Curran,RR,PBKS,8,not out,4,1,1,0,400.00,rajasthan-royals-vs-kings-xi-punjab-9th-match-1216527,2020
Devdutt Padikkal,RCB,MI,1,c Pollard b Boult,54,40,5,2,135.00,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Aaron Finch,RCB,MI,1,c Pollard b Boult,52,35,7,1,148.57,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Virat Kohli,RCB,MI,3,c Sharma b Chahar,3,11,0,0,27.27,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
AB de Villiers,RCB,MI,4,not out,55,24,4,4,229.16,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Shivam Dube,RCB,MI,5,not out,27,10,1,3,270.00,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Rohit Sharma,MI,RCB,1,c sub (P Negi) b Washington Sundar,8,8,0,1,100.00,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Quinton de Kock,MI,RCB,1,c sub (P Negi) b Chahal,14,15,1,0,93.33,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Suryakumar Yadav,MI,RCB,3,c †de Villiers b Udana,0,2,0,0,0.00,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Ishan Kishan,MI,RCB,4,c Padikkal b Udana,99,58,2,9,170.68,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Hardik Pandya,MI,RCB,5,c sub (P Negi) b Zampa,15,13,0,1,115.38,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Kieron Pollard,MI,RCB,6,not out,60,24,3,5,250.00,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
Krunal Pandya,MI,RCB,7,not out,0,0,0,0,0.00,royal-challengers-bangalore-vs-mumbai-indians-10th-match-1216547,2020
David Warner,SRH,DC,1,c †Pant b Mishra,45,33,3,2,136.36,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Jonny Bairstow,SRH,DC,1,c Nortje b Rabada,53,48,2,1,110.41,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Manish Pandey,SRH,DC,3,c Rabada b Mishra,3,5,0,0,60.00,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Kane Williamson,SRH,DC,4,c Patel b Rabada,41,26,5,0,157.69,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Abdul Samad,SRH,DC,5,not out,12,7,1,1,171.42,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Abhishek Sharma,SRH,DC,6,not out,1,1,0,0,100.00,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Prithvi Shaw,DC,SRH,1,c †Bairstow b Kumar,2,5,0,0,40.00,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Shikhar Dhawan,DC,SRH,1,c †Bairstow b Rashid Khan,34,31,4,0,109.67,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Shreyas Iyer,DC,SRH,3,c Abdul Samad b Rashid Khan,17,21,2,0,80.95,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Rishabh Pant,DC,SRH,4,c Garg b Rashid Khan,28,27,1,2,103.70,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Shimron Hetmyer,DC,SRH,5,c Pandey b Kumar,21,12,0,2,175.00,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Marcus Stoinis,DC,SRH,6,lbw b Natarajan,11,9,1,0,122.22,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Axar Patel,DC,SRH,7,b Ahmed,5,6,0,0,83.33,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Kagiso Rabada,DC,SRH,8,not out,15,7,1,1,214.28,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Anrich Nortje,DC,SRH,9,not out,3,2,0,0,150.00,delhi-capitals-vs-sunrisers-hyderabad-11th-match-1216532,2020
Shubman Gill,KKR,RR,1,c & b Archer,47,34,5,1,138.23,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Sunil Narine,KKR,RR,1,b Unadkat,15,14,2,1,107.14,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Nitish Rana,KKR,RR,3,c Parag b Tewatia,22,17,2,1,129.41,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Andre Russell,KKR,RR,4,c Unadkat b Rajpoot,24,14,0,3,171.42,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Dinesh Karthik,KKR,RR,5,c †Buttler b Archer,1,3,0,0,33.33,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Eoin Morgan,KKR,RR,6,not out,34,23,1,2,147.82,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Pat Cummins,KKR,RR,7,c Samson b Curran,12,10,1,0,120.00,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Kamlesh Nagarkoti,KKR,RR,8,not out,8,5,1,0,160.00,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Jos Buttler,RR,KKR,1,c Varun b Shivam Mavi,21,16,1,2,131.25,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Steven Smith,RR,KKR,1,c †Karthik b Cummins,3,7,0,0,42.85,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Sanju Samson,RR,KKR,3,c Narine b Shivam Mavi,8,9,1,0,88.88,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Robin Uthappa,RR,KKR,4,c Shivam Mavi b Nagarkoti,2,7,0,0,28.57,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Riyan Parag,RR,KKR,5,c Shubman Gill b Nagarkoti,1,6,0,0,16.66,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Rahul Tewatia,RR,KKR,6,b Varun,14,10,0,1,140.00,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Tom Curran,RR,KKR,7,not out,54,36,2,3,150.00,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Shreyas Gopal,RR,KKR,8,c †Karthik b Narine,5,7,0,0,71.42,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Jofra Archer,RR,KKR,9,c Nagarkoti b Varun,6,4,0,1,150.00,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Jaydev Unadkat,RR,KKR,10,c Nagarkoti b Kuldeep Yadav,9,13,0,0,69.23,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
Ankit Rajpoot,RR,KKR,11,not out,7,5,0,1,140.00,rajasthan-royals-vs-kolkata-knight-riders-12th-match-1216504,2020
