name,team,opposition,position,status,runs,balls,fours,sixes,strike_rate,match_id,year
Debabrata Das,KKR,CSK,6,not out,19,10,2,1,190.00,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Laxmi Shukla,KKR,CSK,7,c Raina b Hilfenhaus,9,6,0,1,150.00,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Rajat Bhatia,KKR,CSK,8,not out,1,1,0,0,100.00,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Michael Hussey,CSK,KKR,1,c Bhatia b Narine,56,39,4,4,143.58,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Murali Vijay,CSK,KKR,1,b Narine,36,25,5,1,144.00,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Suresh Raina,CSK,KKR,3,run out (†McCullum/Bhatia),8,10,1,0,80.00,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Faf du Plessis,CSK,KKR,4,c Tiwary b Bhatia,13,16,0,0,81.25,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
MS Dhoni,CSK,KKR,5,b Bhatia,28,21,3,1,133.33,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Dwayne Bravo,CSK,KKR,6,not out,11,7,0,1,157.14,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Ravindra Jadeja,CSK,KKR,7,not out,3,2,0,0,150.00,kolkata-knight-riders-vs-chennai-super-kings-63rd-match-548368,2012
Mandeep Singh,PBKS,DC,1,c Sehwag b Aaron,21,12,5,0,175.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Shaun Marsh,PBKS,DC,1,c †Ojha b Aaron,13,15,3,0,86.66,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Nitin Saini,PBKS,DC,3,c Sehwag b Yadav,15,15,2,0,100.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
David Hussey,PBKS,DC,4,not out,40,35,5,1,114.28,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
David Miller,PBKS,DC,5,run out (Negi),4,7,0,0,57.14,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Azhar Mahmood,PBKS,DC,6,c Pathan b Yadav,9,7,1,0,128.57,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Gurkeerat Singh Mann,PBKS,DC,7,st †Ojha b Negi,8,5,2,0,160.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Piyush Chawla,PBKS,DC,8,c †Ojha b Yadav,10,14,0,0,71.42,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Praveen Kumar,PBKS,DC,9,run out (Aaron),8,5,1,0,160.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Parvinder Awana,PBKS,DC,10,not out,4,5,0,0,80.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
David Warner,DC,PBKS,1,c Azhar Mahmood b Kumar,14,8,3,0,175.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Virender Sehwag,DC,PBKS,1,b Awana,8,9,0,1,88.88,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Venugopal Rao,DC,PBKS,3,c †Saini b Awana,7,7,1,0,100.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Mahela Jayawardene,DC,PBKS,4,not out,56,49,8,0,114.28,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Ross Taylor,DC,PBKS,5,c †Saini b Awana,0,2,0,0,0.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Naman Ojha,DC,PBKS,6,c Mandeep Singh b Chawla,34,29,3,2,117.24,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Irfan Pathan,DC,PBKS,7,not out,19,10,3,0,190.00,delhi-daredevils-vs-kings-xi-punjab-64th-match-548369,2012
Gautam Gambhir,KKR,MI,1,b Pollard,27,23,3,1,117.39,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Brendon McCullum,KKR,MI,1,lbw b Singh,1,5,0,0,20.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Jacques Kallis,KKR,MI,3,b Singh,0,1,0,0,0.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Manoj Tiwary,KKR,MI,4,c Malinga b Patel,41,43,2,2,95.34,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Shakib Al Hasan,KKR,MI,5,b Smith,13,12,1,0,108.33,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Yusuf Pathan,KKR,MI,6,not out,21,21,2,0,100.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Debabrata Das,KKR,MI,7,run out (Harbhajan Singh/Smith),2,3,0,0,66.66,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Rajat Bhatia,KKR,MI,8,c †Karthik b Malinga,12,7,2,0,171.42,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Sunil Narine,KKR,MI,9,not out,9,6,2,0,150.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Herschelle Gibbs,MI,KKR,1,lbw b Iqbal Abdulla,13,24,1,0,54.16,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Sachin Tendulkar,MI,KKR,1,b Narine,27,24,3,1,112.50,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Dinesh Karthik,MI,KKR,3,c Pathan b Balaji,21,26,3,0,80.76,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Rohit Sharma,MI,KKR,4,c †McCullum b Narine,12,14,1,0,85.71,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Ambati Rayudu,MI,KKR,5,st †McCullum b Shakib Al Hasan,11,8,0,1,137.50,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Kieron Pollard,MI,KKR,6,c †McCullum b Kallis,8,5,1,0,160.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Dwayne Smith,MI,KKR,7,lbw b Kallis,0,1,0,0,0.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Harbhajan Singh,MI,KKR,8,c Tiwary b Narine,1,2,0,0,50.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Lasith Malinga,MI,KKR,9,c Tiwary b Balaji,8,6,0,1,133.33,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
RP Singh,MI,KKR,10,c Iqbal Abdulla b Narine,3,5,0,0,60.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Munaf Patel,MI,KKR,11,not out,0,0,0,0,0.00,mumbai-indians-vs-kolkata-knight-riders-65th-match-548370,2012
Murali Vijay,CSK,PBKS,1,c †Gilchrist b Kumar,10,14,2,0,71.42,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Michael Hussey,CSK,PBKS,1,c †Gilchrist b Kumar,7,10,1,0,70.00,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Suresh Raina,CSK,PBKS,3,c †Gilchrist b Azhar Mahmood,17,13,0,2,130.76,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
MS Dhoni,CSK,PBKS,4,c Saini b Awana,6,16,1,0,37.50,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Dwayne Bravo,CSK,PBKS,5,c †Gilchrist b Harris,48,43,2,3,111.62,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Ravindra Jadeja,CSK,PBKS,6,c Saini b Awana,13,14,2,0,92.85,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Albie Morkel,CSK,PBKS,7,c Kumar b Azhar Mahmood,14,8,1,1,175.00,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Srikkanth Anirudha,CSK,PBKS,8,not out,1,1,0,0,100.00,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Ravichandran Ashwin,CSK,PBKS,9,not out,0,1,0,0,0.00,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Adam Gilchrist,PBKS,CSK,1,not out,64,46,9,2,139.13,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Mandeep Singh,PBKS,CSK,1,b Morkel,24,21,5,0,114.28,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Nitin Saini,PBKS,CSK,3,c †Dhoni b Bravo,1,4,0,0,25.00,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
David Hussey,PBKS,CSK,4,c †Dhoni b Bravo,9,9,1,0,100.00,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Siddharth Chitnis,PBKS,CSK,5,c †Dhoni b Hilfenhaus,11,12,1,0,91.66,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Azhar Mahmood,PBKS,CSK,6,not out,9,7,2,0,128.57,kings-xi-punjab-vs-chennai-super-kings-66th-match-548371,2012
Chris Gayle,RCB,DC,1,not out,128,62,7,13,206.45,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Tillakaratne Dilshan,RCB,DC,1,c Pathan b Aaron,10,7,2,0,142.85,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Virat Kohli,RCB,DC,3,not out,73,53,9,1,137.73,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Unmukt Chand,DC,RCB,1,c Patel b Vinay Kumar,18,10,2,1,180.00,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
David Warner,DC,RCB,1,c Vinay Kumar b Khan,15,9,2,1,166.66,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Venugopal Rao,DC,RCB,3,c Patel b Muralitharan,36,24,4,1,150.00,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Mahela Jayawardene,DC,RCB,4,c †de Villiers b Parameswaran,9,14,0,0,64.28,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Ross Taylor,DC,RCB,5,c Agarwal b Vinay Kumar,55,26,7,2,211.53,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Naman Ojha,DC,RCB,6,c Tiwary b Khan,13,12,1,0,108.33,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Andre Russell,DC,RCB,7,c Kohli b Parameswaran,31,15,1,3,206.66,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Irfan Pathan,DC,RCB,8,c Dilshan b Khan,4,4,0,0,100.00,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Pawan Negi,DC,RCB,9,not out,6,4,1,0,150.00,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Umesh Yadav,DC,RCB,10,c Tiwary b Parameswaran,0,2,0,0,0.00,delhi-daredevils-vs-royal-challengers-bangalore-67th-match-548372,2012
Rahul Dravid,RR,SRH,1,c Lynn b Gony,39,36,5,0,108.33,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Ajinkya Rahane,RR,SRH,1,c Dhawan b Steyn,6,7,1,0,85.71,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Shane Watson,RR,SRH,3,b Mishra,13,13,1,1,100.00,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Stuart Binny,RR,SRH,4,b Mishra,7,8,1,0,87.50,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Owais Shah,RR,SRH,5,run out (†Patel),28,32,1,0,87.50,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Ashok Menaria,RR,SRH,6,c Dhawan b Pratap Singh,20,17,1,1,117.64,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Johan Botha,RR,SRH,7,c & b Steyn,3,4,0,0,75.00,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Shreevats Goswami,RR,SRH,8,b Pratap Singh,3,3,0,0,100.00,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Ajit  Chandila,RR,SRH,9,not out,0,1,0,0,0.00,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Akshath Reddy,SRH,RR,1,c Shah b Trivedi,42,35,4,1,120.00,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Shikhar Dhawan,SRH,RR,1,c Chandila b Botha,26,24,2,2,108.33,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Jean-Paul Duminy,SRH,RR,3,c Shah b Binny,24,31,0,0,77.41,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Cameron White,SRH,RR,4,c & b Chandila,1,4,0,0,25.00,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Chris Lynn,SRH,RR,5,c Watson b Trivedi,6,9,1,0,66.66,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Parthiv Patel,SRH,RR,6,not out,10,5,1,0,200.00,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Ashish Reddy,SRH,RR,7,not out,10,4,2,0,250.00,deccan-chargers-vs-rajasthan-royals-68th-match-548373,2012
Adam Gilchrist,PBKS,DC,1,c Aaron b Yadav,9,12,2,0,75.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Mandeep Singh,PBKS,DC,1,c †Ojha b Yadav,0,1,0,0,0.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Paul Valthaty,PBKS,DC,3,c Pathan b Morkel,2,10,0,0,20.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
David Hussey,PBKS,DC,4,c Pathan b Yadav,3,6,0,0,50.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Siddharth Chitnis,PBKS,DC,5,c Pathan b Russell,38,32,5,1,118.75,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Azhar Mahmood,PBKS,DC,6,c Chand b Morkel,36,38,4,1,94.73,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Gurkeerat Singh Mann,PBKS,DC,7,b Morkel,26,11,4,1,236.36,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Piyush Chawla,PBKS,DC,8,b Morkel,1,2,0,0,50.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Ryan Harris,PBKS,DC,9,not out,15,6,1,1,250.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Praveen Kumar,PBKS,DC,10,not out,3,2,0,0,150.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Unmukt Chand,DC,PBKS,1,c †Gilchrist b Azhar Mahmood,18,24,0,2,75.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
David Warner,DC,PBKS,1,c Mandeep Singh b Harris,79,44,10,4,179.54,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Venugopal Rao,DC,PBKS,3,not out,21,19,2,1,110.52,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Irfan Pathan,DC,PBKS,4,c Azhar Mahmood b Harris,5,7,1,0,71.42,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Mahela Jayawardene,DC,PBKS,5,c Hussey b Azhar Mahmood,8,10,1,0,80.00,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Naman Ojha,DC,PBKS,6,not out,5,6,1,0,83.33,kings-xi-punjab-vs-delhi-daredevils-69th-match-548374,2012
Brendon McCullum,KKR,PWI,1,c Ryder b Parnell,41,43,5,0,95.34,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Gautam Gambhir,KKR,PWI,1,c Nehra b Parnell,10,12,1,0,83.33,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Jacques Kallis,KKR,PWI,3,b Clarke,13,18,1,0,72.22,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Shakib Al Hasan,KKR,PWI,4,b Kumar,42,30,3,2,140.00,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Manoj Tiwary,KKR,PWI,5,not out,8,9,0,0,88.88,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Yusuf Pathan,KKR,PWI,6,not out,15,10,2,0,150.00,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Robin Uthappa,PWI,KKR,1,c Tiwary b Iqbal Abdulla,8,8,1,0,100.00,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Jesse Ryder,PWI,KKR,1,b Pathan,22,24,0,2,91.66,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Michael Clarke,PWI,KKR,3,st †McCullum b Pathan,13,18,0,0,72.22,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Sourav Ganguly,PWI,KKR,4,lbw b Shakib Al Hasan,5,8,0,0,62.50,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Anustup Majumdar,PWI,KKR,5,st †McCullum b Shakib Al Hasan,17,22,0,0,77.27,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Callum Ferguson,PWI,KKR,6,c Kallis b Bhatia,12,18,0,0,66.66,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Harpreet Singh,PWI,KKR,7,c & b Narine,6,6,0,0,100.00,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Wayne Parnell,PWI,KKR,8,c sub (LR Shukla) b Balaji,3,5,0,0,60.00,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Bhuvneshwar Kumar,PWI,KKR,9,not out,3,6,0,0,50.00,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Ali Murtaza,PWI,KKR,10,not out,3,5,0,0,60.00,pune-warriors-vs-kolkata-knight-riders-70th-match-548375,2012
Shikhar Dhawan,SRH,RCB,1,b Khan,5,4,1,0,125.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Akshath Reddy,SRH,RCB,1,c †de Villiers b Vinay Kumar,7,11,0,0,63.63,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Kumar Sangakkara,SRH,RCB,3,c Vinay Kumar b Muralitharan,15,22,1,0,68.18,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Cameron White,SRH,RCB,4,c Agarwal b Parameswaran,1,5,0,0,20.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Jean-Paul Duminy,SRH,RCB,5,c sub (KP Appanna) b Khan,74,53,4,5,139.62,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Parthiv Patel,SRH,RCB,6,c Gayle b Vinay Kumar,16,21,1,0,76.19,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Ashish Reddy,SRH,RCB,7,b Vinay Kumar,4,4,0,0,100.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Dale Steyn,SRH,RCB,8,not out,0,0,0,0,0.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Chris Gayle,RCB,SRH,1,b Steyn,27,10,3,2,270.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Tillakaratne Dilshan,RCB,SRH,1,lbw b Steyn,4,12,0,0,33.33,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Virat Kohli,RCB,SRH,3,c Gony b Ashish Reddy,42,40,2,2,105.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Saurabh Tiwary,RCB,SRH,4,c Sangakkara b Pratap Singh,30,27,1,1,111.11,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
AB de Villiers,RCB,SRH,5,c Duminy b Mishra,4,11,0,0,36.36,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Mayank Agarwal,RCB,SRH,6,b Mishra,1,2,0,0,50.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Zaheer Khan,RCB,SRH,7,b Steyn,0,4,0,0,0.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Vinay Kumar,RCB,SRH,8,c Duminy b Ashish Reddy,7,7,1,0,100.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Harshal Patel,RCB,SRH,9,not out,5,5,0,0,100.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Muthiah Muralidaran,RCB,SRH,10,c Duminy b Ashish Reddy,0,1,0,0,0.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Prasanth Parameswaran,RCB,SRH,11,not out,0,1,0,0,0.00,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,2012
Rahul Dravid,RR,MI,1,c †Karthik b Kulkarni,5,5,1,0,100.00,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Ajinkya Rahane,RR,MI,1,c Sharma b Kulkarni,13,17,2,0,76.47,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Shane Watson,RR,MI,3,c Smith b Pollard,45,36,4,2,125.00,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Stuart Binny,RR,MI,4,run out (Pollard),30,17,3,2,176.47,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Owais Shah,RR,MI,5,not out,28,24,1,1,116.66,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Ashok Menaria,RR,MI,6,c & b Kulkarni,21,20,1,1,105.00,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Dishant Yagnik,RR,MI,7,c & b Malinga,6,3,1,0,200.00,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Brad Hogg,RR,MI,8,not out,0,0,0,0,0.00,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Sachin Tendulkar,MI,RR,1,not out,58,51,6,0,113.72,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Dwayne Smith,MI,RR,1,not out,87,58,10,3,150.00,rajasthan-royals-vs-mumbai-indians-72nd-match-548377,2012
Brendon McCullum,KKR,DC,1,c Warner b Negi,31,36,2,1,86.11,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Gautam Gambhir,KKR,DC,1,run out (Venugopal Rao),32,16,3,2,200.00,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Jacques Kallis,KKR,DC,3,c Taylor b Yadav,30,33,3,0,90.90,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Shakib Al Hasan,KKR,DC,4,c †Ojha b Pathan,1,3,0,0,33.33,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Yusuf Pathan,KKR,DC,5,not out,40,21,3,2,190.47,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Laxmi Shukla,KKR,DC,6,not out,24,11,3,1,218.18,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
David Warner,DC,KKR,1,c †McCullum b Shakib Al Hasan,7,6,0,1,116.66,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Virender Sehwag,DC,KKR,1,c †McCullum b Balaji,10,7,1,0,142.85,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Naman Ojha,DC,KKR,3,c Gambhir b Bhatia,28,28,4,1,100.00,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Mahela Jayawardene,DC,KKR,4,st †McCullum b Iqbal Abdulla,40,33,6,0,121.21,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Venugopal Rao,DC,KKR,5,c Bhatia b Kallis,13,22,0,0,59.09,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Pawan Negi,DC,KKR,6,st †McCullum b Narine,14,11,2,0,127.27,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Ross Taylor,DC,KKR,7,c sub (PJ Sangwan) b Kallis,11,8,0,1,137.50,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Irfan Pathan,DC,KKR,8,not out,6,3,1,0,200.00,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Morne Morkel,DC,KKR,9,c Bhatia b Narine,0,1,0,0,0.00,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Umesh Yadav,DC,KKR,10,not out,1,1,0,0,100.00,delhi-daredevils-vs-kolkata-knight-riders-1st-qualifying-match-548378,2012
Murali Vijay,CSK,MI,1,c Sharma b Kulkarni,1,5,0,0,20.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Michael Hussey,CSK,MI,1,c Kulkarni b Franklin,49,39,8,1,125.64,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Suresh Raina,CSK,MI,3,b Kulkarni,0,1,0,0,0.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
S Badrinath,CSK,MI,4,c Sharma b Pollard,47,39,6,1,120.51,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
MS Dhoni,CSK,MI,5,not out,51,20,6,2,255.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Ravindra Jadeja,CSK,MI,6,c Sharma b Kulkarni,1,2,0,0,50.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Dwayne Bravo,CSK,MI,7,not out,33,14,3,2,235.71,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Sachin Tendulkar,MI,CSK,1,run out (Jadeja/Jakati),11,11,2,0,100.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Dwayne Smith,MI,CSK,1,c Jadeja b Jakati,38,22,5,2,172.72,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Rohit Sharma,MI,CSK,3,c †Dhoni b Morkel,14,19,0,0,73.68,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Dinesh Karthik,MI,CSK,4,c †Dhoni b Morkel,6,4,1,0,150.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
James Franklin,MI,CSK,5,c †Dhoni b Bravo,13,13,0,1,100.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Ambati Rayudu,MI,CSK,6,c Vijay b Ashwin,11,7,2,0,157.14,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Kieron Pollard,MI,CSK,7,c Raina b Bravo,16,19,1,1,84.21,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Harbhajan Singh,MI,CSK,8,c Raina b Hilfenhaus,1,4,0,0,25.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Lasith Malinga,MI,CSK,9,b Jadeja,17,16,1,1,106.25,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Dhawal Kulkarni,MI,CSK,10,not out,10,5,2,0,200.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
RP Singh,MI,CSK,11,not out,1,1,0,0,100.00,chennai-super-kings-vs-mumbai-indians-elimination-final-548379,2012
Murali Vijay,CSK,DC,1,run out (Warner/†Ojha),113,58,15,4,194.82,chennai-super-kings-vs-delhi-daredevils-2nd-qualifying-match-548380,2012
Michael Hussey,CSK,DC,1,c †Ojha b Aaron,20,22,2,0,90.90,chennai-super-kings-vs-delhi-daredevils-2nd-qualifying-match-548380,2012
Suresh Raina,CSK,DC,3,c & b Negi,27,17,3,1,158.82,chennai-super-kings-vs-delhi-daredevils-2nd-qualifying-match-548380,2012
