name,team,opposition,overs,maidens,runs,wickets,economy,match_id,year
Anrich Nortje,DC,SRH,4.0,0,36,0,9.00,delhi-capitals-vs-sunrisers-hyderabad-qualifier-2-1237180,2020
Marcus Stoinis,DC,SRH,3.0,0,26,3,8.66,delhi-capitals-vs-sunrisers-hyderabad-qualifier-2-1237180,2020
Axar Patel,DC,SRH,4.0,0,33,1,8.25,delhi-capitals-vs-sunrisers-hyderabad-qualifier-2-1237180,2020
Praveen Dubey,DC,SRH,2.0,0,14,0,7.00,delhi-capitals-vs-sunrisers-hyderabad-qualifier-2-1237180,2020
Trent Boult,MI,DC,4.0,0,30,3,7.50,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Jasprit Bumrah,MI,DC,4.0,0,28,0,7.00,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Jayant Yadav,MI,DC,4.0,0,25,1,6.25,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Nathan Coulter-Nile,MI,DC,4.0,0,29,2,7.25,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Krunal Pandya,MI,DC,3.0,0,30,0,10.00,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Kieron Pollard,MI,DC,1.0,0,13,0,13.00,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Ravichandran Ashwin,DC,MI,4.0,0,28,0,7.00,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Kagiso Rabada,DC,MI,3.0,0,32,1,10.66,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Anrich Nortje,DC,MI,2.4,0,25,2,9.37,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Marcus Stoinis,DC,MI,2.0,0,23,1,11.50,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Axar Patel,DC,MI,4.0,0,16,0,4.00,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Praveen Dubey,DC,MI,3.0,0,29,0,9.66,delhi-capitals-vs-mumbai-indians-final-1237181,2020
Deepak Chahar,CSK,RCB,4.0,0,17,0,4.25,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Harbhajan Singh,CSK,RCB,4.0,0,20,3,5.00,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Suresh Raina,CSK,RCB,1.0,0,6,0,6.00,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Imran Tahir,CSK,RCB,4.0,1,9,3,2.25,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Ravindra Jadeja,CSK,RCB,4.0,1,15,2,3.75,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Dwayne Bravo,CSK,RCB,0.1,0,0,1,0.00,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Yuzvendra Chahal,RCB,CSK,4.0,1,6,1,1.50,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Navdeep Saini,RCB,CSK,4.0,0,24,0,6.00,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Moeen Ali,RCB,CSK,4.0,0,19,1,4.75,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Umesh Yadav,RCB,CSK,3.0,0,13,0,4.33,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Mohammed Siraj,RCB,CSK,2.0,1,5,1,2.50,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Shivam Dube,RCB,CSK,0.4,0,3,0,4.50,chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356,2019
Prasidh Krishna,KKR,SRH,4.0,0,31,0,7.75,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Piyush Chawla,KKR,SRH,3.0,0,23,1,7.66,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Lockie Ferguson,KKR,SRH,4.0,0,34,0,8.50,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Sunil Narine,KKR,SRH,3.0,0,29,0,9.66,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Kuldeep Yadav,KKR,SRH,2.0,0,18,0,9.00,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Andre Russell,KKR,SRH,3.0,0,32,2,10.66,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Nitish Rana,KKR,SRH,1.0,0,9,0,9.00,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Bhuvneshwar Kumar,SRH,KKR,4.0,0,37,0,9.25,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Shakib Al Hasan,SRH,KKR,3.4,0,42,1,11.45,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Sandeep Sharma,SRH,KKR,4.0,0,42,1,10.50,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Siddarth Kaul,SRH,KKR,4.0,0,35,1,8.75,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Rashid Khan,SRH,KKR,4.0,0,26,1,6.50,kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-1175357,2019
Rasikh Salam,MI,DC,4.0,0,42,0,10.50,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Mitchell McClenaghan,MI,DC,4.0,0,40,3,10.00,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Jasprit Bumrah,MI,DC,4.0,0,40,1,10.00,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Hardik Pandya,MI,DC,4.0,0,41,1,10.25,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Krunal Pandya,MI,DC,2.0,0,21,0,10.50,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Ben Cutting,MI,DC,2.0,0,27,1,13.50,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Trent Boult,DC,MI,4.0,0,42,1,10.50,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Ishant Sharma,DC,MI,4.0,0,34,2,8.50,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Kagiso Rabada,DC,MI,4.0,0,23,2,5.75,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Rahul Tewatia,DC,MI,1.2,0,12,1,9.00,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Keemo Paul,DC,MI,3.0,0,21,1,7.00,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Axar Patel,DC,MI,3.0,0,42,1,14.00,mumbai-indians-vs-delhi-capitals-3rd-match-1175358,2019
Dhawal Kulkarni,RR,PBKS,4.0,0,30,1,7.50,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Krishnappa Gowtham,RR,PBKS,4.0,0,32,1,8.00,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Jofra Archer,RR,PBKS,4.0,0,17,0,4.25,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Ben Stokes,RR,PBKS,4.0,0,48,2,12.00,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Jaydev Unadkat,RR,PBKS,3.0,0,44,0,14.66,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Shreyas Gopal,RR,PBKS,1.0,0,5,0,5.00,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Sam Curran,PBKS,RR,4.0,0,52,2,13.00,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Mujeeb Ur Rahman,PBKS,RR,4.0,0,31,2,7.75,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Mohammed Shami,PBKS,RR,4.0,0,33,0,8.25,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Ravichandran Ashwin,PBKS,RR,4.0,0,20,1,5.00,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Ankit Rajpoot,PBKS,RR,4.0,0,33,2,8.25,rajasthan-royals-vs-kings-xi-punjab-4th-match-1175359,2019
Deepak Chahar,CSK,DC,4.0,0,20,1,5.00,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Shardul Thakur,CSK,DC,2.0,0,19,0,9.50,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Harbhajan Singh,CSK,DC,4.0,0,30,0,7.50,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Ravindra Jadeja,CSK,DC,4.0,0,23,1,5.75,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Imran Tahir,CSK,DC,2.0,0,20,1,10.00,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Dwayne Bravo,CSK,DC,4.0,0,33,3,8.25,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Ishant Sharma,DC,CSK,3.0,0,28,1,9.33,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Axar Patel,DC,CSK,4.0,0,16,0,4.00,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Kagiso Rabada,DC,CSK,3.4,0,26,1,7.09,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Amit Mishra,DC,CSK,4.0,0,35,2,8.75,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Rahul Tewatia,DC,CSK,2.0,0,20,0,10.00,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Keemo Paul,DC,CSK,3.0,0,20,0,6.66,delhi-capitals-vs-chennai-super-kings-5th-match-1175360,2019
Mohammed Shami,PBKS,KKR,4.0,0,44,1,11.00,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Varun Chakravarthy,PBKS,KKR,3.0,0,35,1,11.66,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Hardus Viljoen,PBKS,KKR,4.0,0,36,1,9.00,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Andrew Tye,PBKS,KKR,4.0,0,37,1,9.25,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Ravichandran Ashwin,PBKS,KKR,4.0,0,47,0,11.75,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Mandeep Singh,PBKS,KKR,1.0,0,18,0,18.00,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Prasidh Krishna,KKR,PBKS,4.0,0,42,0,10.50,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Lockie Ferguson,KKR,PBKS,4.0,0,42,1,10.50,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Andre Russell,KKR,PBKS,3.0,0,21,2,7.00,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Kuldeep Yadav,KKR,PBKS,4.0,0,32,0,8.00,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Sunil Narine,KKR,PBKS,2.0,0,26,0,13.00,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Piyush Chawla,KKR,PBKS,3.0,0,26,1,8.66,kolkata-knight-riders-vs-kings-xi-punjab-6th-match-1175361,2019
Umesh Yadav,RCB,MI,4.0,0,26,2,6.50,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Navdeep Saini,RCB,MI,4.0,0,40,0,10.00,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Mohammed Siraj,RCB,MI,4.0,0,38,2,9.50,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Yuzvendra Chahal,RCB,MI,4.0,0,38,4,9.50,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Colin de Grandhomme,RCB,MI,3.0,0,27,0,9.00,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Moeen Ali,RCB,MI,1.0,0,13,0,13.00,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Mitchell McClenaghan,MI,RCB,2.0,0,24,0,12.00,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Lasith Malinga,MI,RCB,4.0,0,47,0,11.75,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Jasprit Bumrah,MI,RCB,4.0,0,20,3,5.00,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Hardik Pandya,MI,RCB,3.0,0,37,0,12.33,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Krunal Pandya,MI,RCB,4.0,0,28,0,7.00,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Mayank Markande,MI,RCB,3.0,0,23,1,7.66,royal-challengers-bangalore-vs-mumbai-indians-7th-match-1175362,2019
Bhuvneshwar Kumar,SRH,RR,4.0,0,55,0,13.75,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Sandeep Sharma,SRH,RR,4.0,0,38,0,9.50,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Rashid Khan,SRH,RR,4.0,0,24,1,6.00,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Siddarth Kaul,SRH,RR,4.0,0,32,0,8.00,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Shahbaz Nadeem,SRH,RR,3.0,0,36,1,12.00,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Vijay Shankar,SRH,RR,1.0,0,13,0,13.00,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Dhawal Kulkarni,RR,SRH,3.0,0,40,0,13.33,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Krishnappa Gowtham,RR,SRH,2.0,0,25,0,12.50,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Jofra Archer,RR,SRH,4.0,0,42,0,10.50,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Ben Stokes,RR,SRH,3.0,0,40,1,13.33,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Shreyas Gopal,RR,SRH,4.0,0,27,3,6.75,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Jaydev Unadkat,RR,SRH,3.0,0,26,1,8.66,sunrisers-hyderabad-vs-rajasthan-royals-8th-match-1175363,2019
Ravichandran Ashwin,PBKS,MI,4.0,0,26,0,6.50,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Mohammed Shami,PBKS,MI,4.0,0,42,2,10.50,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Hardus Viljoen,PBKS,MI,4.0,0,40,2,10.00,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Andrew Tye,PBKS,MI,4.0,0,40,1,10.00,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Murugan Ashwin,PBKS,MI,4.0,0,25,2,6.25,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Mitchell McClenaghan,MI,PBKS,4.0,0,35,0,8.75,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Lasith Malinga,MI,PBKS,3.0,0,24,0,8.00,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Jasprit Bumrah,MI,PBKS,3.4,0,23,0,6.27,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Hardik Pandya,MI,PBKS,3.0,0,39,0,13.00,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Krunal Pandya,MI,PBKS,4.0,0,43,2,10.75,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Mayank Markande,MI,PBKS,1.0,0,12,0,12.00,kings-xi-punjab-vs-mumbai-indians-9th-match-1175364,2019
Kagiso Rabada,DC,KKR,4.0,0,41,1,10.25,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Sandeep Lamichhane,DC,KKR,4.0,0,29,1,7.25,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Chris Morris,DC,KKR,4.0,0,35,1,8.75,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Harshal Patel,DC,KKR,4.0,0,40,2,10.00,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Amit Mishra,DC,KKR,4.0,0,36,1,9.00,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Prasidh Krishna,KKR,DC,4.0,0,33,0,8.25,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Lockie Ferguson,KKR,DC,4.0,0,38,1,9.50,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Piyush Chawla,KKR,DC,4.0,0,36,1,9.00,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Andre Russell,KKR,DC,3.0,0,28,1,9.33,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Kuldeep Yadav,KKR,DC,4.0,0,41,2,10.25,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Nitish Rana,KKR,DC,1.0,0,8,0,8.00,delhi-capitals-vs-kolkata-knight-riders-10th-match-1175365,2019
Moeen Ali,RCB,SRH,3.0,0,29,0,9.66,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Umesh Yadav,RCB,SRH,4.0,0,47,0,11.75,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Yuzvendra Chahal,RCB,SRH,4.0,0,44,1,11.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Mohammed Siraj,RCB,SRH,4.0,0,38,0,9.50,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Prayas Ray Barman,RCB,SRH,4.0,0,56,0,14.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Colin de Grandhomme,RCB,SRH,1.0,0,16,0,16.00,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Bhuvneshwar Kumar,SRH,RCB,3.0,0,25,0,8.33,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Mohammad Nabi,SRH,RCB,4.0,0,11,4,2.75,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Sandeep Sharma,SRH,RCB,3.5,0,19,3,4.95,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Siddarth Kaul,SRH,RCB,3.0,0,16,0,5.33,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Rashid Khan,SRH,RCB,4.0,0,25,0,6.25,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Vijay Shankar,SRH,RCB,2.0,0,13,0,6.50,sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-1175366,2019
Dhawal Kulkarni,RR,CSK,4.0,0,37,1,9.25,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Jofra Archer,RR,CSK,4.0,1,17,2,4.25,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Ben Stokes,RR,CSK,3.0,0,30,1,10.00,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Shreyas Gopal,RR,CSK,3.0,0,23,0,7.66,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Krishnappa Gowtham,RR,CSK,2.0,0,13,0,6.50,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Jaydev Unadkat,RR,CSK,4.0,0,54,1,13.50,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Deepak Chahar,CSK,RR,4.0,1,19,2,4.75,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Shardul Thakur,CSK,RR,4.0,0,42,2,10.50,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Mitchell Santner,CSK,RR,2.0,0,26,0,13.00,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Ravindra Jadeja,CSK,RR,2.0,0,23,0,11.50,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Imran Tahir,CSK,RR,4.0,0,23,2,5.75,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Dwayne Bravo,CSK,RR,4.0,0,32,2,8.00,chennai-super-kings-vs-rajasthan-royals-12th-match-1175367,2019
Kagiso Rabada,DC,PBKS,4.0,0,32,2,8.00,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Chris Morris,DC,PBKS,4.0,0,30,3,7.50,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Avesh Khan,DC,PBKS,3.0,0,30,0,10.00,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Sandeep Lamichhane,DC,PBKS,4.0,0,27,2,6.75,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Harshal Patel,DC,PBKS,4.0,0,37,0,9.25,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Hanuma Vihari,DC,PBKS,1.0,0,9,0,9.00,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Ravichandran Ashwin,PBKS,DC,4.0,0,31,2,7.75,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Sam Curran,PBKS,DC,2.2,0,11,4,4.71,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Mohammed Shami,PBKS,DC,4.0,0,27,2,6.75,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Hardus Viljoen,PBKS,DC,3.0,0,22,1,7.33,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Mujeeb Ur Rahman,PBKS,DC,4.0,0,36,0,9.00,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Murugan Ashwin,PBKS,DC,2.0,0,19,0,9.50,kings-xi-punjab-vs-delhi-capitals-13th-match-1175368,2019
Krishnappa Gowtham,RR,RCB,4.0,0,19,0,4.75,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Dhawal Kulkarni,RR,RCB,3.0,0,26,0,8.66,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Jofra Archer,RR,RCB,4.0,0,47,1,11.75,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Shreyas Gopal,RR,RCB,4.0,1,12,3,3.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Varun Aaron,RR,RCB,1.0,0,16,0,16.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Stuart Binny,RR,RCB,1.0,0,6,0,6.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Ben Stokes,RR,RCB,3.0,0,29,0,9.66,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Umesh Yadav,RCB,RR,3.5,0,40,0,10.43,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Navdeep Saini,RCB,RR,4.0,0,35,0,8.75,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Mohammed Siraj,RCB,RR,4.0,0,25,1,6.25,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Yuzvendra Chahal,RCB,RR,4.0,0,17,2,4.25,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Marcus Stoinis,RCB,RR,3.0,0,28,0,9.33,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Moeen Ali,RCB,RR,1.0,0,14,0,14.00,rajasthan-royals-vs-royal-challengers-bangalore-14th-match-1175369,2019
Deepak Chahar,CSK,MI,3.0,0,21,1,7.00,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Shardul Thakur,CSK,MI,4.0,0,37,0,9.25,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Mohit Sharma,CSK,MI,3.0,0,27,1,9.00,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Imran Tahir,CSK,MI,4.0,0,25,1,6.25,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Ravindra Jadeja,CSK,MI,2.0,0,10,1,5.00,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Dwayne Bravo,CSK,MI,4.0,0,49,1,12.25,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Jason Behrendorff,MI,CSK,4.0,0,22,2,5.50,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Lasith Malinga,MI,CSK,4.0,0,34,3,8.50,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Hardik Pandya,MI,CSK,4.0,0,20,3,5.00,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Jasprit Bumrah,MI,CSK,4.0,0,27,0,6.75,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Rahul Chahar,MI,CSK,2.0,0,11,0,5.50,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Krunal Pandya,MI,CSK,2.0,0,12,0,6.00,mumbai-indians-vs-chennai-super-kings-15th-match-1175370,2019
Bhuvneshwar Kumar,SRH,DC,4.0,0,27,2,6.75,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Mohammad Nabi,SRH,DC,4.0,0,21,2,5.25,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Siddarth Kaul,SRH,DC,4.0,0,35,2,8.75,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Rashid Khan,SRH,DC,4.0,0,18,1,4.50,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Sandeep Sharma,SRH,DC,4.0,0,25,1,6.25,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Sandeep Lamichhane,DC,SRH,4.0,0,32,1,8.00,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Axar Patel,DC,SRH,4.0,0,18,1,4.50,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Chris Morris,DC,SRH,3.0,0,26,0,8.66,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Kagiso Rabada,DC,SRH,3.3,0,32,1,9.14,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Rahul Tewatia,DC,SRH,3.0,0,10,1,3.33,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Ishant Sharma,DC,SRH,1.0,0,5,1,5.00,delhi-capitals-vs-sunrisers-hyderabad-16th-match-1175371,2019
Prasidh Krishna,KKR,RCB,3.0,0,41,0,13.66,royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-1175372,2019
Piyush Chawla,KKR,RCB,4.0,0,32,0,8.00,royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-1175372,2019
Sunil Narine,KKR,RCB,4.0,0,30,1,7.50,royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-1175372,2019
Lockie Ferguson,KKR,RCB,2.0,0,32,0,16.00,royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-1175372,2019
Kuldeep Yadav,KKR,RCB,4.0,0,31,1,7.75,royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-1175372,2019
Nitish Rana,KKR,RCB,2.0,0,22,1,11.00,royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-1175372,2019
Andre Russell,KKR,RCB,1.0,0,16,0,16.00,royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-1175372,2019
Tim Southee,RCB,KKR,4.0,0,61,0,15.25,royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-1175372,2019
